INFO     | 2026-05-16 17:53:15,166 | FILECACHE                | FileMetadataCache updated for file [3DBenchy_PLA_25m51s.gcode]; est time: 1551.0, size: 3958, filament usage: 3527, gcode bytes: 125602-4031773
INFO     | 2026-05-16 17:53:15,871 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "TtVP3KrC8RexmtadkWWhlweim1TikalsGPUJRBUNguaC27Hn4kMU+tfDZzH2f+TqizL5sxTJuujtUnZHCNHrHdoipos6HlrHaydOjD2SZNyzt+3/CmmIZ2GfRVt5zQztntOLjpKm6+/qlAcZ7+nf1CBoWv1Nyb7Q9LghetlqG01MwkHpgSUkc1lTrNRFfQtlQ94IQa8T0XTJ4suQH5ce6H9p7n+6YESoqqqWVS145nqZf+y+0sTYtos+7EHqh27I", "apnsData": null}
INFO     | 2026-05-16 17:53:16,393 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 8x4q7kqg3opn)
INFO     | 2026-05-16 17:53:16,667 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 8x4qoe9mvqvi)
INFO     | 2026-05-16 17:53:34,339 | DATABASE                 | Updating presence
INFO     | 2026-05-16 17:53:40,869 | CLIENT                   | Sending error ({'Error': 'Klipper Disconnected', 'print_id': '0282adb0de78437a864dc55e856cdff3', 'file_name': '3DBenchy_PLA_25m51s.gcode', 'file_path': '3DBenchy_PLA_25m51s.gcode', 'FileSizeKb': '3958', 'FilamentUsageMm': '3527', 'FilamentWeightMg': '0', 'Event': 'error', 'time_remaining_sec': '-1', 'CurrentLayer': '0', 'TotalLayers': '0', 'progress_percent': '0', 'duration_sec': '7.851574897766113', 'error': 'Klipper Disconnected'})
INFO     | 2026-05-16 17:53:40,870 | CLIENT/SENDER            | Preparing notification for error
INFO     | 2026-05-16 17:53:40,871 | CLIENT/SENDER            | Finding targets for event=error
INFO     | 2026-05-16 17:53:40,880 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "AZCH5HDzr52GKniCrqehwRPkO8F9Jlncd/8VTb+pfuTW0207LYQ4ljSEBN7d4Rb+R5kpd08iiU7EkVaABK14xQHLo8c8ZryEWN1WD3C6R63GSqZV2fqoACu4IWPECNG4ePt0E5xgc/WXWKFsUcj3/5ltwfJ8b+u13lHrNnlLJl/lUGmYP/92cKjWEywmB3F8695LGQLqSHvXjg+XoidEn7VGSzDc7s1g3MKn30I3tDtVe185Q8FWWwVtTrM01Vu7VdUY3sYp0k6MgcEROb572qA4NPs/3wCq0Z9wQ/M4hybkyqmW0IQsvBjp3cZh6qA0uS2nttohhJc2J85Z5ko2ng==", "apnsData": null}
INFO     | 2026-05-16 17:53:41,772 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 8x4qdnfyl50n)
INFO     | 2026-05-16 17:53:41,788 | DATABASE                 | Removing apps: []
INFO     | 2026-05-16 17:53:41,795 | PRINT                    | Removing all print infos
INFO     | 2026-05-16 17:54:37,608 | DATABASE                 | Updating presence
ERROR    | 2026-05-16 17:58:22,206 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:58:22,710 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '4139', 'CurrentLayer': '1', 'TotalLayers': '200', 'progress_percent': '1', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:58:22,711 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 17:58:22,712 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 17:58:22,719 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "QawOlMQH477crDFBwpNINkKmiC15HyMfj9oZjNTM68zku3jlUkP0eYzr2d7CJlHd+63tQ0mPC5Fsqlr7e4jJ3tjAXyY43MYCouZ8RCxr3Zt0E+t8RJGLq3fAX7gC/8O6oLqRVTcbLtK4TLL28qMH8besz/Szfh8e6hYESEIl3Xz2Xj91momHYD3hFUebr+FXERue2auByMvHyAfHSimQhKCoFPn9Wpz4yZjLroBnTS3wmGBTsLBIQY/Qw5ZWm/GGDHPZO9RqFgBVLvMooWPFxw==", "apnsData": null}
INFO     | 2026-05-16 17:58:23,847 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: t0j4gsrc5nwv)
ERROR    | 2026-05-16 17:58:26,232 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:58:26,728 | CLIENT                   | Sending first_layer_done ({'Event': 'first_layer_done', 'time_remaining_sec': '3619', 'CurrentLayer': '2', 'TotalLayers': '200', 'progress_percent': '1', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:58:26,729 | CLIENT/SENDER            | Preparing notification for first_layer_done
INFO     | 2026-05-16 17:58:26,730 | CLIENT/SENDER            | Finding targets for event=first_layer_done
INFO     | 2026-05-16 17:58:26,738 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "RoUThz6mE6dMJq3tdtacjgqnRLZ3r8vQCZ62FmW2DIMQt2JKXotp8aQOhqgnBnVgEC+FeH1MaA/zFN33hPntcqH/mb2/GhYTu5U32hzfIle4Fhb/IDlTQWIJxtNlhw/QSMQ+N27mdaTRMhr9TlEoFQI4QP21RgLjhz8se1X3qeDnsztVGidSLmvns81iEzbsDrUx8eJxI4qU4JUTXwH6gwaCtehsGOCQHx5hyzTM9GnvNGHY2DpZLEnlLU7d17nR8+ihs9hHfaax+WuyTsfUGA==", "apnsData": null}
INFO     | 2026-05-16 17:58:27,433 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: t0j4k7pebimf)
INFO     | 2026-05-16 17:58:34,364 | DATABASE                 | Updating presence
ERROR    | 2026-05-16 17:58:59,852 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:59:00,349 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '3506', 'CurrentLayer': '3', 'TotalLayers': '200', 'progress_percent': '2', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:59:00,351 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 17:59:00,352 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 17:59:00,359 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "ojcimwEGRbm/qDrZizDHDrZn0k91huz+5Mi1ShK9wrOWEmiNFUlzaSzgg+xlZ6ZmNFFVFAIUkvZbZNurfPYRYg7UahfbXH+qJShl4L7+FBImAFbDetYkNYrZnBkdZiGp10CVrvALojYGKGEvnz6LBU633wqoalzsniMfhgxlx42DXPrMY7YfvkDkdXaJUPL+xMII9ptZEFdnjO7mchYf9mmV4hyq+2CbqVcKiE4e+QZZgI052CJ46Ole8actrg2U3nME3XQMa7dda0AkvdraAA==", "apnsData": null}
INFO     | 2026-05-16 17:59:01,302 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: mld6pqyhrk2s)
ERROR    | 2026-05-16 17:59:08,124 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:59:08,624 | CLIENT                   | Sending third_layer_done ({'Event': 'third_layer_done', 'time_remaining_sec': '2781', 'CurrentLayer': '4', 'TotalLayers': '200', 'progress_percent': '2', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:59:08,625 | CLIENT/SENDER            | Preparing notification for third_layer_done
INFO     | 2026-05-16 17:59:08,626 | CLIENT/SENDER            | Finding targets for event=third_layer_done
INFO     | 2026-05-16 17:59:08,633 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "3sAmcV/wsXmlgo1Fmd1dnysXWKdYIsfUfBATw6JTypjVkggi387YjjCHct1PQyBFYi+kYs/mbpgkJuF/hB8Kx7looZTYaMZWTIPiMQnNXe4bBskMmgBxc3stCEIPWkBmIygAFixf28/sDvj2rrKnH7uGFAwNAws7jhV5T4q7gnm/eLXadlFFc1ENhSf0gC5074Y2Sk/Saw1tx0w3eyEzjb8LlZ7OP1Z1sEZ/UNXexQSNxTUrZqIth4lLWQeL6oxOWz78ULTziYcDUKlQOsZCRQ==", "apnsData": null}
INFO     | 2026-05-16 17:59:09,547 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 6pbm9gnxlf1j)
ERROR    | 2026-05-16 17:59:09,883 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:59:10,378 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '2721', 'CurrentLayer': '9', 'TotalLayers': '200', 'progress_percent': '3', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:59:10,379 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 17:59:10,380 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 17:59:10,387 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "GOlFhtr/kTyQdAmU6x7v6Z4+Q6pUMe7iKSeUF3YAJtXjlrr/E0KcVeUnR38BK/bvMOODR5tQ/aiCF05rX6AWZ+dP5oIx+9dBA/UfzHKkE9dqIAR+ZZ8n0zQduySnyf7Du3C8vlOadcOXNLJHVxCbKCYZjiB92Vk6G1A3yCPHtAl0ijcU5RPjxxJzVhMNLJ+BpvADRiZ2xK/JweZE/eJ1EmPMwC5IeAYHh1j5B1sxmZ+wXa8SP0WEqKyLZ6zGiX5oozlAqj3X9IcLpZ5BwVITJA==", "apnsData": null}
INFO     | 2026-05-16 17:59:11,085 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 6pbmxbkjujhx)
ERROR    | 2026-05-16 17:59:20,188 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:59:20,687 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '2302', 'CurrentLayer': '5', 'TotalLayers': '200', 'progress_percent': '4', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:59:20,688 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 17:59:20,690 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 17:59:20,697 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "2C29Y78gfx3J4+QWQFC8pB9a1NzK6fFd8kSSLeMHREP7mUXykTv3jMGxjfN0EMpdrSTRp0D3opOWywzX6XknJYbd58X7oWxMT2/Mrm9bCOzvt2mmOA95fsd5W4MTInGQbyFJM/wDgQFl5yM9sMoxGLBzInqecjG+gMtCenNlgKVsOVS2B0AqQxuTWHjyN+3KOcZ6dy2UnbwZvAgVx7lx7BRf77ClF3gYFfmMKJsdPNbE3BI5W5sdDE8Eq8SNo2V9eql9ZK8bMB1fomnzf+aPYQ==", "apnsData": null}
INFO     | 2026-05-16 17:59:21,396 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: petuq6tppy2n)
ERROR    | 2026-05-16 17:59:25,201 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:59:25,707 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '2026', 'CurrentLayer': '6', 'TotalLayers': '200', 'progress_percent': '5', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:59:25,709 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 17:59:25,711 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 17:59:25,722 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "QgiARcaCxSBkNPtIe1qr3Ft7DoZ8MOPQ7q31Fy7GFB+ZvZzj1TO9ZSSnFUBBc+cFX1gDk+7KS9TulpXnEDu5EcVckCsC57jf3aaCRl1637YYOgTilJmvgzKQofM5PBExfi2hgV/XG05vMhabPuEFTJG6unAFs3xTV3Z9uo+5k17bGDtQ3/HkSklgG0HX+4aj5CEC2idK5kCV/c/SnWYCBQfJb8IsKxqKnKRrFrYuUICCTgb6rMuXgE92A39bo+a3Pv9R42BZyOSCcL2wknfSLQ==", "apnsData": null}
INFO     | 2026-05-16 17:59:26,571 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 6pbmrf56ob1v)
INFO     | 2026-05-16 17:59:37,633 | DATABASE                 | Updating presence
ERROR    | 2026-05-16 17:59:40,258 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:59:40,756 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1774', 'CurrentLayer': '11', 'TotalLayers': '200', 'progress_percent': '6', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:59:40,757 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 17:59:50,298 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 17:59:50,794 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1683', 'CurrentLayer': '12', 'TotalLayers': '200', 'progress_percent': '7', 'duration_sec': '0.0'})
INFO     | 2026-05-16 17:59:50,795 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:00:00,344 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:00:00,847 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1602', 'CurrentLayer': '15', 'TotalLayers': '200', 'progress_percent': '8', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:00:00,848 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:00:00,849 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:00:10,646 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:00:11,148 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1531', 'CurrentLayer': '17', 'TotalLayers': '200', 'progress_percent': '9', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:00:11,149 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:00:11,150 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:00:21,177 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:00:21,682 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1459', 'CurrentLayer': '20', 'TotalLayers': '200', 'progress_percent': '10', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:00:21,684 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:00:21,685 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:00:21,692 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "Eo5Hj3q+IPeovkznIpZeVaCBdMc007MaFaCoSEu87j+zrjL7DJq64YDj72Mw/XYLNtSs55PilzCxZZ7BElBAnV+ml/LQOnMY5HH9SDd5kstpv/1nKP40Q+UXXHA+TzyJf0pXRBuf6rvXpVVgs8vBachACFJN8Ue/uvwZTuurRtNkupySL30qjRGaTzZT1iyZDHOEGQ6A0wFwTsolrBC5F805N7WsimzRV1cM5nRlYPPexb7FLHRKp4bw1DUcomhDGX1gGpK1A+hTKrHwYh+BNA==", "apnsData": null}
INFO     | 2026-05-16 18:00:22,523 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: zaq9tosncgmn)
ERROR    | 2026-05-16 18:00:31,467 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:00:31,966 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1400', 'CurrentLayer': '22', 'TotalLayers': '200', 'progress_percent': '11', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:00:31,967 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:00:41,491 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:00:41,994 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1351', 'CurrentLayer': '24', 'TotalLayers': '200', 'progress_percent': '12', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:00:41,995 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:01:01,825 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:01:02,323 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '1347', 'CurrentLayer': '26', 'TotalLayers': '200', 'progress_percent': '13', 'duration_sec': '0.0'})
